Date,Hour,Crime,Zip,Race,Sex,Age,Firearm,Latitude,Longitude,Month
2017-05-28,3,Stolen_Property,64111,W,F,29.0,N,39.053635,-94.595998,05
2017-11-21,13,Homicide_Non_Negl,64105,B,F,69.0,Y,39.10091,-94.577328,11
2017-08-02,13,Auto_Theft,64119,W,F,31.0,N,39.17744,-94.572069,08
2017-08-24,16,Intimidation,64130,W,F,19.0,N,39.033505,-94.547812,08
2017-03-15,14,Auto_Theft,64157,W,F,62.0,N,39.235881,-94.466171,03
2017-04-01,19,Possession_Sale_Dist,64131,B,F,70.0,N,39.05184,-94.553782,04
2017-02-04,13,Homicide_Non_Negl,64106,W,M,35.0,N,39.10091,-94.577328,02
2017-09-29,12,Forcible_Sodomy,64106,W,M,36.0,N,39.10091,-94.577328,09
2017-09-29,13,Rape,64106,W,F,18.0,N,39.10091,-94.577328,09
2017-01-03,14,Armed_Robbery,64109,W,M,24.0,Y,39.068631,-94.569897,01
2017-01-03,14,Armed_Robbery,64109,W,F,21.0,Y,39.068631,-94.569897,01
2017-01-01,0,Non_Agg_Assault_Dome,64124,W,F,37.0,N,39.104339,-94.521065,01
2017-01-01,0,Property_Damage,64106,W,M,45.0,N,39.103347,-94.584171,01
2017-01-01,0,Property_Damage,64130,B,F,67.0,N,39.054949,-94.543238,01
2017-01-01,0,Attempted_Suicide,64127,W,F,35.0,N,39.099443,-94.5344,01
2017-01-01,1,Violation_Full_Order,64157,W,F,42.0,N,39.21658,-94.499005,01
2017-01-01,1,Non_Agg_Assault_Dome,64138,B,F,42.0,N,38.956186,-94.511185,01
2017-01-01,2,Non_Aggravated_Assau,64106,W,M,23.0,N,39.098581,-94.58215,01
2017-01-01,2,Non_Agg_Assault_Dome,64130,B,F,50.0,N,38.997369,-94.542708,01
2017-01-01,0,Non_Aggravated_Assau,64106,W,M,31.0,N,39.098401,-94.582162,01
2017-01-01,2,Strong_Arm_Robbery,64117,W,F,27.0,N,39.180167,-94.559292,01
2017-01-01,2,Non_Aggravated_Assau,64112,W,F,29.0,N,39.0423,-94.593479,01
2017-01-01,2,Non_Agg_Assault_Dome,64125,W,F,20.0,N,39.104743,-94.482021,01
2017-01-01,2,Non_Agg_Assault_Dome,64125,W,M,22.0,N,39.104743,-94.482021,01
2017-01-01,2,Aggravated_Assault,64106,B,M,29.0,Y,39.109328,-94.561911,01
2017-01-01,2,Aggravated_Assault,64106,B,M,26.0,Y,39.109328,-94.561911,01
2017-01-01,2,Non_Aggravated_Assau,64113,W,M,42.0,N,39.01194,-94.585017,01
2017-01-01,2,Property_Damage,64130,B,M,50.0,N,38.957763,-94.548158,01
2017-01-01,3,Misc_Violation,64110,W,M,29.0,N,39.049977,-94.602094,01
2017-01-01,3,Non_Aggravated_Assau,64110,B,F,39.0,N,39.055624,-94.562853,01
2017-01-01,3,Property_Damage,64110,B,F,39.0,N,39.055624,-94.562853,01
2017-01-01,3,Violation_Full_Order,64133,B,F,32.0,N,39.029372,-94.454416,01
2017-01-01,0,Property_Damage,64106,B,F,63.0,N,39.080833,-94.55929,01
2017-01-01,4,Auto_Theft,64111,B,F,33.0,N,39.049142,-94.586538,01
2017-01-01,4,Auto_Theft,64114,W,M,58.0,N,38.935007,-94.605907,01
2017-01-01,5,Strong_Arm_Robbery,64130,B,M,50.0,N,39.011483,-94.574649,01
2017-01-01,5,Agg_Assault_Domest,64130,B,M,43.0,Y,39.022655,-94.547363,01
2017-01-01,5,Non_Agg_Assault_Dome,64117,W,F,29.0,N,39.174553,-94.52138,01
2017-01-01,7,Auto_Theft,64131,W,M,32.0,N,38.925612,-94.580468,01
2017-01-01,9,Stealing_Auto_Parts,64130,B,M,76.0,N,39.02399,-94.534123,01
2017-01-01,7,Property_Damage,64130,B,F,37.0,N,39.053429,-94.551397,01
2017-01-01,8,Aggravated_Assault,64130,W,F,38.0,Y,39.017898,-94.562523,01
2017-01-01,8,Aggravated_Assault,64130,W,M,35.0,Y,39.017898,-94.562523,01
2017-01-01,9,Stealing_From_Auto,64110,W,F,34.0,N,39.041506,-94.577622,01
2017-01-01,10,Stealing_All_Other,64118,W,F,63.0,N,39.20658,-94.587189,01
2017-01-01,9,Property_Damage,64134,B,F,30.0,N,38.947572,-94.489808,01
2017-01-01,9,Non_Agg_Assault_Dome,64134,B,F,30.0,N,38.947572,-94.489808,01
2017-01-01,9,Non_Agg_Assault_Dome,64152,W,F,30.0,N,39.25341,-94.646029,01
2017-01-01,10,Stealing_From_Auto,64118,B,F,27.0,N,39.202964,-94.587719,01
2017-01-01,9,Armed_Robbery,64127,B,M,38.0,Y,39.079682,-94.539711,01
2017-01-01,10,Attempted_Suicide,64126,B,F,36.0,N,39.1151,-94.536169,01
2017-01-01,10,Auto_Theft,64130,B,M,41.0,N,38.967678,-94.570493,01
2017-01-01,10,Property_Damage,64118,W,M,33.0,N,39.238315,-94.590731,01
2017-01-01,11,Stealing_From_Auto,64112,W,M,23.0,N,39.036602,-94.584914,01
2017-01-01,11,Aggravated_Assault,64128,B,M,53.0,N,39.069022,-94.526818,01
2017-01-01,11,Aggravated_Assault,64128,B,M,53.0,N,39.069022,-94.526818,01
2017-01-01,10,Property_Damage,64109,W,F,61.0,N,39.076078,-94.572365,01
2017-01-01,11,Stealing_Auto_Parts,64127,W,M,30.0,N,39.097729,-94.519152,01
2017-01-01,6,Non_Agg_Assault_Dome,64137,B,F,74.0,N,38.928144,-94.561106,01
2017-01-01,11,Property_Damage,64110,B,F,25.0,N,39.043583,-94.57405,01
2017-01-01,12,Stealing_Auto_Parts,64119,W,F,46.0,N,39.168396,-94.494642,01
2017-01-01,10,Misc_Violation,64118,W,M,74.0,N,39.243369,-94.574465,01
2017-01-01,12,Non_Agg_Assault_Dome,64109,B,M,39.0,N,39.068723,-94.573213,01
2017-01-01,10,Property_Damage,64118,W,M,44.0,N,39.22672,-94.598069,01
2017-01-01,12,Property_Damage,64130,B,M,42.0,N,39.024403,-94.549291,01
2017-01-01,14,Auto_Theft,64110,B,F,23.0,N,39.054312,-94.571882,01
2017-01-01,12,Misc_Violation,64126,W,F,38.0,N,39.094604,-94.503478,01
2017-01-01,13,Fraud_Confidence_Gamb,64114,U,M,23.0,N,38.945314,-94.596545,01
2017-01-01,14,Stealing_From_Auto,64138,B,M,42.0,N,38.955558,-94.511507,01
2017-01-01,14,Non_Aggravated_Assau,64130,B,M,35.0,N,39.012632,-94.559468,01
2017-01-01,14,Stealing_from_Build,64106,W,F,30.0,N,39.098401,-94.582162,01
2017-01-01,13,Non_Aggravated_Assau,64108,B,F,42.0,N,39.084583,-94.575809,01
2017-01-01,15,Non_Aggravated_Assau,64132,W,F,44.0,N,39.007141,-94.559903,01
2017-01-01,15,Non_Agg_Assault_Dome,64151,W,F,20.0,N,39.225029,-94.642992,01
2017-01-01,15,Armed_Robbery,64119,W,F,52.0,Y,39.181639,-94.540643,01
2017-01-01,15,Non_Agg_Assault_Dome,64154,W,F,25.0,N,39.258609,-94.646459,01
2017-01-01,15,Property_Damage,64128,B,F,25.0,N,39.065524,-94.534636,01
2017-01-01,15,Stealing_From_Auto,64128,B,F,25.0,N,39.065524,-94.534636,01
2017-01-01,15,Property_Damage,64128,B,F,28.0,N,39.065524,-94.534636,01
2017-01-01,15,Stealing_From_Auto,64128,B,F,28.0,N,39.065524,-94.534636,01
2017-01-01,16,Intimidation,64114,B,F,23.0,N,38.959185,-94.556787,01
2017-01-01,16,Non_Agg_Assault_Dome,64123,W,F,26.0,N,39.116127,-94.516161,01
2017-01-01,17,Stealing_All_Other,64138,B,M,41.0,N,38.967215,-94.514906,01
2017-01-01,17,Property_Damage,64110,W,M,25.0,N,39.063158,-94.568881,01
2017-01-01,17,Stealing_All_Other,64129,B,F,33.0,N,39.022009,-94.490412,01
2017-01-01,16,Intimidation,64109,B,F,52.0,N,39.068631,-94.569897,01
2017-01-01,15,Stealing_from_Build,64111,W,F,56.0,N,39.054132,-94.585147,01
2017-01-01,14,Property_Damage,64134,W,F,22.0,N,38.913442,-94.515782,01
2017-01-01,17,Arson,64123,W,M,53.0,N,39.1151,-94.536169,01
2017-01-01,18,Auto_Theft,64131,B,M,89.0,N,38.971968,-94.581283,01
2017-01-01,18,Non_Agg_Assault_Dome,64132,B,F,27.0,N,38.996178,-94.559306,01
2017-01-01,18,Non_Agg_Assault_Dome,64132,B,M,28.0,N,38.996178,-94.559306,01
2017-01-01,14,Aggravated_Assault,64138,W,F,61.0,Y,38.961053,-94.477513,01
2017-01-01,14,Aggravated_Assault,64138,W,M,65.0,Y,38.961053,-94.477513,01
2017-01-01,18,Non_Agg_Assault_Dome,64133,B,F,42.0,N,39.030112,-94.505342,01
2017-01-01,18,Non_Agg_Assault_Dome,64133,B,F,22.0,N,39.030112,-94.505342,01
2017-01-01,19,Non_Agg_Assault_Dome,64133,B,F,36.0,Y,39.033716,-94.397889,01
2017-01-01,20,Auto_Theft,64111,W,F,24.0,N,39.0584,-94.585998,01
2017-01-01,20,Attempted_Suicide,64109,W,M,24.0,N,39.066459,-94.564556,01
2017-01-01,14,Property_Damage,64128,B,F,60.0,N,39.070997,-94.550499,01
2017-01-01,21,Auto_Theft,64138,B,F,19.0,N,38.958688,-94.497077,01
2017-01-01,20,Non_Aggravated_Assau,64111,W,F,75.0,N,39.046134,-94.59015,01
2017-01-01,21,Non_Agg_Assault_Dome,64133,W,M,56.0,N,38.990183,-94.485131,01
2017-01-01,21,Burglary_Residence,64138,B,F,38.0,N,38.954624,-94.518869,01
2017-01-01,23,Non_Agg_Assault_Dome,64123,A,F,41.0,N,39.115938,-94.51038,01
2017-01-02,0,Non_Agg_Assault_Dome,64110,B,F,51.0,N,39.043364,-94.567203,01
2017-01-02,1,Stealing_All_Other,64125,W,F,31.0,N,39.103762,-94.480666,01
2017-01-02,4,Auto_Theft,64136,W,F,33.0,N,38.951543,-94.525203,01
2017-01-02,6,Burglary_Residence,64124,W,M,47.0,N,39.107403,-94.534113,01
2017-01-02,7,Property_Damage,64118,W,F,39.0,N,39.214374,-94.601115,01
2017-01-02,7,Property_Damage,64118,W,M,63.0,N,39.214374,-94.601115,01
2017-01-02,7,Stealing_From_Auto,64117,B,M,36.0,N,39.173156,-94.493769,01
2017-01-02,7,Arson,64128,B,F,20.0,N,39.072747,-94.552694,01
2017-01-02,7,Disorderly_Conduct,64106,W,F,60.0,N,39.10091,-94.577328,01
2017-01-02,7,Trespassing,64106,W,F,60.0,N,39.10091,-94.577328,01
2017-01-02,8,Stealing_Auto_Parts,64132,B,M,59.0,N,38.979924,-94.557982,01
2017-01-02,9,Stealing_All_Other,64111,W,M,26.0,N,39.063202,-94.583342,01
2017-01-02,8,Stealing_From_Auto,64136,W,M,20.0,N,39.032843,-94.404841,01
2017-01-02,9,Non_Agg_Assault_Dome,64130,B,M,26.0,N,39.196469,-94.50475,01
2017-01-02,10,Auto_Theft,64109,B,M,43.0,N,39.064783,-94.565777,01
2017-01-02,10,Property_Damage,64117,B,F,51.0,N,39.16612,-94.508012,01
2017-01-02,10,Non_Aggravated_Assau,64117,B,F,51.0,N,39.16612,-94.508012,01
2017-01-02,10,Property_Damage,64117,B,F,28.0,N,39.16612,-94.508012,01
2017-01-02,10,Non_Aggravated_Assau,64117,B,F,28.0,N,39.16612,-94.508012,01
2017-01-02,10,Stealing_From_Auto,64101,W,M,24.0,N,39.104276,-94.601433,01
2017-01-02,11,Property_Damage,64132,B,M,56.0,N,38.998102,-94.564541,01
2017-01-02,11,Stealing_from_Build,64130,B,M,38.0,N,39.031428,-94.539887,01
2017-01-02,12,Fraud_Confidence_Gamb,64118,W,F,34.0,N,39.244881,-94.575918,01
2017-01-02,12,Identity_Theft,64151,W,M,66.0,N,39.196139,-94.6388,01
2017-01-02,11,Non_Agg_Assault_Dome,64119,W,F,63.0,N,39.21971,-94.519354,01
2017-01-02,12,Armed_Robbery,64132,W,M,24.0,Y,38.97537,-94.569577,01
2017-01-02,12,Armed_Robbery,64132,W,F,19.0,Y,38.97537,-94.569577,01
2017-01-02,12,Non_Aggravated_Assau,64117,W,M,53.0,N,39.173286,-94.535847,01
2017-01-02,12,Strong_Arm_Robbery,64117,W,M,53.0,N,39.173286,-94.535847,01
2017-01-02,13,Stealing_from_Build,64131,W,M,56.0,N,38.982754,-94.580749,01
2017-01-02,13,Auto_Theft,64112,U,M,48.0,N,39.04242,-94.591557,01
2017-01-02,13,Stealing_from_Build,64153,W,F,75.0,N,39.252248,-94.655483,01
2017-01-02,13,Intimidation,64127,W,F,23.0,N,39.083338,-94.525636,01
2017-01-02,13,Non_Agg_Assault_Dome,64133,B,F,19.0,N,39.008162,-94.49593,01
2017-01-02,13,Aggravated_Assault,64127,B,M,59.0,Y,39.067361,-94.531081,01
2017-01-02,13,Non_Aggravated_Assau,64127,B,M,24.0,N,39.081944,-94.524434,01
2017-01-02,11,Intimidation,64130,B,F,64.0,N,39.045727,-94.537954,01
2017-01-02,14,Aggravated_Assault,64111,W,M,28.0,N,39.052858,-94.591462,01
2017-01-02,15,Auto_Theft,64137,W,M,41.0,N,38.919644,-94.529954,01
2017-01-02,14,Aggravated_Assault,64130,B,M,53.0,Y,38.976165,-94.604339,01
2017-01-02,13,Burglary_Residence,64138,W,F,27.0,N,38.960053,-94.546245,01
2017-01-02,13,Burglary_Residence,64138,W,M,26.0,N,38.960053,-94.546245,01
2017-01-02,15,Stealing_Auto_Parts,64133,W,F,49.0,N,39.033747,-94.41578,01
2017-01-02,15,Fraud_Confidence_Gamb,64118,B,F,55.0,N,39.181162,-94.579901,01
2017-01-02,16,Auto_Theft,64110,W,F,20.0,N,39.054161,-94.573428,01
2017-01-02,17,Stealing_from_Build,64124,W,M,45.0,N,39.10311,-94.544228,01
2017-01-02,17,Non_Aggravated_Assau,64119,W,M,47.0,N,39.180083,-94.552406,01
2017-01-02,17,Stealing_Auto_Parts,64123,W,F,19.0,N,39.1151,-94.536169,01
2017-01-02,17,Non_Agg_Assault_Dome,64128,B,F,19.0,N,39.068003,-94.551591,01
2017-01-02,17,Burglary_Residence,64128,B,F,19.0,N,39.068003,-94.551591,01
2017-01-02,16,Armed_Robbery,64112,W,M,42.0,Y,39.039822,-94.595596,01
2017-01-02,17,Property_Damage,64126,W,F,29.0,N,39.100277,-94.511176,01
2017-01-02,16,Auto_Theft,64133,W,F,76.0,N,39.005648,-94.485347,01
2017-01-02,18,Stealing_from_Build,64124,W,F,34.0,N,39.105453,-94.513944,01
2017-01-02,19,Auto_Theft,64129,W,M,48.0,N,39.039518,-94.487471,01
2017-01-02,18,Armed_Robbery,64124,W,M,18.0,Y,39.10628,-94.550488,01
2017-01-02,18,Armed_Robbery,64124,W,F,18.0,Y,39.10628,-94.550488,01
2017-01-02,18,Burglary_Residence,64130,B,F,21.0,N,39.008162,-94.49593,01
2017-01-02,17,Stealing_From_Auto,64110,W,F,63.0,N,39.03664,-94.586073,01
2017-01-02,19,Auto_Theft,64110,W,F,28.0,N,39.048562,-94.567908,01
2017-01-02,19,Strong_Arm_Robbery,64123,W,F,23.0,N,39.105695,-94.512192,01
2017-01-02,19,Strong_Arm_Robbery,64123,W,F,29.0,N,39.105695,-94.512192,01
2017-01-02,21,Armed_Robbery,64130,B,M,18.0,Y,39.034904,-94.53627,01
2017-01-02,21,Armed_Robbery,64130,B,F,25.0,Y,39.034904,-94.53627,01
2017-01-02,21,Armed_Robbery,64130,B,F,30.0,Y,39.034904,-94.53627,01
2017-01-02,21,Non_Agg_Assault_Dome,64127,B,F,35.0,N,39.078202,-94.531546,01
2017-01-02,22,Auto_Theft,64114,W,M,20.0,N,38.935403,-94.598222,01
2017-01-02,21,Trespassing,64111,B,F,55.0,N,39.046746,-94.565678,01
2017-01-02,22,Armed_Robbery,64128,B,M,24.0,Y,39.06804,-94.55294,01
2017-01-02,22,Non_Agg_Assault_Dome,64117,W,M,29.0,N,39.175462,-94.529426,01
2017-01-02,22,Burglary_Residence,64131,W,F,51.0,N,39.021529,-94.567156,01
2017-01-02,21,Stealing_From_Auto,64120,W,M,51.0,N,39.138239,-94.531413,01
2017-01-02,21,Stealing_From_Auto,64120,B,M,54.0,N,39.138239,-94.531413,01
2017-01-02,21,Property_Damage,64120,W,M,51.0,N,39.138239,-94.531413,01
2017-01-02,21,Property_Damage,64120,B,M,54.0,N,39.138239,-94.531413,01
2017-01-02,21,Auto_Theft,64120,W,M,51.0,N,39.138239,-94.531413,01
2017-01-02,21,Auto_Theft,64120,B,M,54.0,N,39.138239,-94.531413,01
2017-01-02,22,Agg_Assault_Domest,64130,B,F,30.0,N,39.046132,-94.550632,01
2017-01-02,22,Non_Agg_Assault_Dome,64111,W,M,31.0,N,39.056659,-94.588439,01
2017-01-02,23,Armed_Robbery,64108,W,F,31.0,Y,39.07261,-94.607155,01
2017-01-02,23,Armed_Robbery,64108,B,M,23.0,Y,39.07261,-94.607155,01
2017-01-02,23,Burglary_Residence,64128,B,M,47.0,N,39.048485,-94.526378,01
2017-01-02,21,Burglary_Residence,64130,B,M,42.0,N,39.051439,-94.546906,01
2017-01-03,1,Auto_Theft,64137,W,F,20.0,N,38.910886,-94.512325,01
2017-01-03,0,Non_Aggravated_Assau,64132,W,F,21.0,N,39.007141,-94.559903,01
2017-01-03,1,Non_Agg_Assault_Dome,64123,W,F,50.0,N,39.114102,-94.51048,01
2017-01-03,0,Burglary_Residence,64131,W,F,28.0,N,38.95896,-94.579448,01
2017-01-03,3,Stealing_All_Other,64131,B,M,62.0,N,38.978434,-94.57235,01
2017-01-03,5,Burglary_Residence,64134,B,F,64.0,N,38.934128,-94.496317,01
2017-01-03,6,Non_Aggravated_Assau,64124,W,M,56.0,N,39.107163,-94.522284,01
2017-01-03,7,Non_Agg_Assault_Dome,64134,W,F,83.0,N,38.923428,-94.499965,01
2017-01-03,7,Stealing_From_Auto,64152,U,M,53.0,N,39.22743,-94.660844,01
2017-01-03,7,Burglary_Residence,64134,W,M,30.0,N,38.930644,-94.51217,01
2017-01-03,7,Auto_Theft,64134,B,M,27.0,N,38.930644,-94.51217,01
2017-01-03,7,Burglary_Residence,64134,B,M,27.0,N,38.930644,-94.51217,01
2017-01-03,7,Auto_Theft,64134,W,M,30.0,N,38.930644,-94.51217,01
2017-01-03,8,Burglary_Residence,64110,W,M,44.0,N,39.021553,-94.572923,01
2017-01-03,7,Agg_Assault_Drive,64134,B,F,51.0,Y,38.928774,-94.515607,01
2017-01-03,8,Property_Damage,64131,W,F,30.0,N,38.9999,-94.579624,01
2017-01-03,6,Stealing_All_Other,64155,W,M,53.0,N,39.241986,-94.542224,01
2017-01-03,8,Auto_Theft,64124,W,M,28.0,N,39.103495,-94.551182,01
2017-01-03,8,Property_Damage,64134,B,M,35.0,N,38.973689,-94.578426,01
2017-01-03,8,Auto_Theft,64111,W,F,23.0,N,39.047682,-94.593262,01
2017-01-03,8,Auto_Theft,64131,W,M,34.0,N,38.982889,-94.585164,01
2017-01-03,9,Stealing_Auto_Parts,64138,B,M,31.0,N,38.967331,-94.516296,01
2017-01-03,8,Burglary_Residence,64133,W,M,38.0,N,38.984514,-94.487579,01
2017-01-03,10,Stealing_All_Other,64133,B,F,41.0,N,38.999568,-94.506744,01
2017-01-03,9,Auto_Theft,64118,W,M,19.0,N,39.240211,-94.594756,01
2017-01-03,10,Stealing_From_Auto,64126,A,F,55.0,N,39.094899,-94.514009,01
2017-01-03,10,Stealing_Auto_Parts,64126,A,F,55.0,N,39.094899,-94.514009,01
2017-01-03,10,Stealing_All_Other,64119,W,M,32.0,N,39.183041,-94.512081,01
2017-01-03,11,Stealing_From_Auto,64134,W,M,71.0,N,38.922374,-94.49524,01
2017-01-03,11,Property_Damage,64126,W,F,26.0,N,39.098478,-94.511358,01
2017-01-03,10,Non_Agg_Assault_Dome,64130,B,F,21.0,N,39.045899,-94.5437,01
2017-01-03,10,Property_Damage,64118,B,F,34.0,N,39.238315,-94.590731,01
2017-01-03,11,Agg_Assault_Domest,64118,B,M,35.0,N,39.192403,-94.587456,01
2017-01-03,11,Stealing_Auto_Parts,64128,W,M,35.0,N,39.062352,-94.543994,01
2017-01-03,11,Misc_Violation,64111,W,M,47.0,N,39.051226,-94.595654,01
2017-01-03,11,Stealing_From_Auto,64152,W,M,28.0,N,39.236755,-94.662722,01
2017-01-03,11,Burglary_Residence,64153,W,M,52.0,N,39.262534,-94.598996,01
2017-01-03,12,Auto_Theft,64110,W,M,23.0,N,39.030692,-94.574755,01
2017-01-03,12,Stealing_From_Auto,64153,W,F,35.0,N,39.248084,-94.697545,01
2017-01-03,12,Auto_Theft,64126,W,M,49.0,N,39.091917,-94.507966,01
2017-01-03,12,Stealing_Auto_Parts,64153,W,M,31.0,N,39.253337,-94.663028,01
2017-01-03,12,Property_Damage,64127,W,F,52.0,N,39.100933,-94.530125,01
2017-01-03,12,Burglary_Residence,64134,B,M,48.0,N,38.934172,-94.497401,01
2017-01-03,12,Burglary_Residence,64134,W,F,53.0,N,38.934172,-94.497401,01
2017-01-03,12,Non_Aggravated_Assau,64120,B,F,61.0,N,39.120302,-94.562031,01
2017-01-03,12,Stealing_Auto_Parts,64153,W,F,29.0,N,39.253337,-94.663028,01
2017-01-03,12,Misc_Violation,64114,W,M,33.0,N,38.986806,-94.592279,01
2017-01-03,12,Property_Damage,64111,W,M,43.0,N,39.061928,-94.588112,01
2017-01-03,14,Auto_Theft,64138,B,F,65.0,N,38.980545,-94.495312,01
2017-01-03,14,Violation_Full_Order,64152,W,F,45.0,N,39.24461,-94.679842,01
2017-01-03,14,Property_Damage,64132,B,F,46.0,N,38.936141,-94.497711,01
2017-01-03,14,Forgery,64124,W,F,85.0,N,39.105252,-94.520286,01
2017-01-03,14,Stealing_Auto_Parts,64110,B,F,49.0,N,39.046929,-94.567991,01
2017-01-03,15,Intimidation,64114,B,F,32.0,N,38.954382,-94.588342,01
2017-01-03,15,Identity_Theft,64105,A,M,38.0,N,39.09729,-94.584464,01
2017-01-03,14,Stealing_All_Other,64145,B,F,79.0,N,38.89203,-94.595109,01
2017-01-03,15,Stealing_Auto_Parts,64118,W,M,35.0,N,39.221429,-94.591946,01
2017-01-03,14,Agg_Assault_Domest,64119,W,M,20.0,N,39.187334,-94.489705,01
2017-01-03,15,Auto_Theft,64131,B,F,30.0,N,38.987288,-94.573388,01
2017-01-03,16,Stealing_Auto_Parts,64124,W,M,64.0,N,39.108401,-94.55362,01
2017-01-03,16,Stealing_Auto_Parts,64117,W,F,70.0,N,39.166398,-94.521495,01
2017-01-03,16,Stealing_from_Build,64118,W,M,42.0,N,39.23725,-94.563302,01
2017-01-03,17,Auto_Theft,64111,W,M,36.0,N,39.049228,-94.581851,01
2017-01-03,16,Weapons_Law_Viol,64123,W,M,51.0,Y,39.105119,-94.543202,01
2017-01-03,16,Possession_of_Drug,64123,W,M,51.0,N,39.105119,-94.543202,01
2017-01-03,16,Burglary_Residence,64123,W,M,51.0,N,39.105119,-94.543202,01
2017-01-03,16,Possession_Sale_Dist,64123,W,M,51.0,N,39.105119,-94.543202,01
2017-01-03,17,Burglary_Residence,64114,W,M,28.0,N,38.990803,-94.600119,01
2017-01-03,17,Burglary_Residence,64114,W,M,29.0,N,38.990803,-94.600119,01
2017-01-03,18,Auto_Theft,64137,W,M,41.0,N,39.100853,-94.539555,01
2017-01-03,18,Non_Aggravated_Assau,64133,W,F,23.0,N,39.056421,-94.468158,01
2017-01-03,18,Auto_Theft,64155,W,M,26.0,N,39.246435,-94.586716,01
2017-01-03,18,Non_Aggravated_Assau,64130,W,F,30.0,N,39.026506,-94.558687,01
2017-01-03,17,Burglary_Residence,64114,W,F,23.0,N,38.976065,-94.599692,01
2017-01-03,18,Non_Aggravated_Assau,64128,B,M,33.0,N,39.093851,-94.510177,01
2017-01-03,18,Non_Aggravated_Assau,64128,B,F,36.0,N,39.093851,-94.510177,01
2017-01-03,18,Agg_Assault_Domest,64127,B,F,30.0,N,39.082176,-94.558497,01
2017-01-03,18,Stealing_from_Build,64128,B,F,36.0,N,39.093851,-94.510177,01
2017-01-03,19,Stolen_Property,64137,W,F,56.0,N,38.92294,-94.535185,01
2017-01-03,19,Auto_Theft_Outside,64137,W,F,56.0,N,38.92294,-94.535185,01
2017-01-03,19,Non_Aggravated_Assau,64119,W,M,19.0,N,39.187808,-94.499208,01
2017-01-03,20,Auto_Theft,64123,W,F,27.0,N,39.112163,-94.510606,01
2017-01-03,21,Property_Damage,64106,B,F,48.0,N,39.100452,-94.565189,01
2017-01-03,22,Aggravated_Assault,64132,B,M,21.0,Y,38.955762,-94.54848,01
2017-01-03,22,Kidnapping_Abduction,64131,B,M,19.0,Y,38.991554,-94.575658,01
2017-01-03,22,Aggravated_Assault,64131,B,M,19.0,Y,38.991554,-94.575658,01
2017-01-03,22,Agg_Assault_Domest,64124,W,F,37.0,N,39.112163,-94.510606,01
2017-01-03,22,Burglary_Residence,64129,W,M,41.0,N,39.031853,-94.499236,01
2017-01-03,23,Property_Damage,64109,W,F,53.0,N,39.072251,-94.569487,01
2017-01-04,1,Armed_Robbery,64113,B,M,26.0,Y,39.013702,-94.584975,01
2017-01-04,1,Stealing_From_Auto,64131,B,F,34.0,N,38.973689,-94.578426,01
2017-01-04,1,Non_Agg_Assault_Dome,64123,W,F,20.0,N,39.106845,-94.516654,01
2017-01-04,1,Resisting_an_Officer,64123,W,F,20.0,N,39.106845,-94.516654,01
2017-01-04,1,Stealing_All_Other,64123,W,F,20.0,N,39.106845,-94.516654,01
2017-01-04,1,Misc_Violation,64124,W,F,37.0,N,39.114065,-94.536221,01
2017-01-04,2,Burglary_Non_Resid,64113,W,F,33.0,N,39.001685,-94.587624,01
2017-01-04,2,Stealing_From_Auto,64131,B,M,52.0,N,38.973689,-94.578426,01
2017-01-04,3,Auto_Theft,64124,W,M,34.0,N,39.105438,-94.525744,01
2017-01-04,5,Stealing_from_Build,64106,W,M,66.0,N,39.105213,-94.574197,01
2017-01-04,7,Auto_Theft,64109,B,M,34.0,N,39.066183,-94.555346,01
2017-01-03,9,Burglary_Residence,64114,W,F,31.0,N,38.988522,-94.604863,01
2017-01-04,8,Stealing_From_Auto,64113,W,F,30.0,N,39.025446,-94.579699,01
2017-01-04,8,Stealing_from_Build,64157,W,F,43.0,N,39.291493,-94.466381,01
2017-01-04,8,Non_Aggravated_Assau,64129,B,F,54.0,N,39.043982,-94.535743,01
2017-01-04,9,Stealing_From_Auto,64108,W,F,23.0,N,39.093078,-94.578892,01
2017-01-04,10,Stealing_Auto_Parts,64130,B,M,30.0,N,39.023863,-94.526307,01
2017-01-04,10,Strong_Arm_Robbery,64130,B,F,64.0,N,38.978778,-94.594864,01
2017-01-04,10,Burglary_Residence,64130,B,M,43.0,N,39.021098,-94.560203,01
2017-01-04,10,Burglary_Residence,64130,B,M,71.0,N,39.021098,-94.560203,01
2017-01-04,11,Credit_Debit_ATM_Card,64110,B,M,25.0,N,39.076975,-94.557118,01
2017-01-04,11,Non_Agg_Assault_Dome,64127,B,M,22.0,N,39.080525,-94.550013,01
2017-01-04,12,Stealing_from_Build,64114,W,M,73.0,N,38.972758,-94.603436,01
2017-01-04,11,Burglary_Residence,64126,W,M,51.0,N,39.081161,-94.520017,01
2017-01-04,11,Property_Damage,64130,B,M,25.0,N,39.043982,-94.535743,01
2017-01-04,12,Stealing_From_Auto,64106,W,M,67.0,N,39.099172,-94.580942,01
2017-01-04,12,Stealing_Auto_Parts,64106,A,F,28.0,N,39.105407,-94.568073,01
2017-01-04,12,Fraud_Confidence_Gamb,64155,W,F,25.0,N,39.246362,-94.56929,01
2017-01-04,13,Credit_Debit_ATM_Card,64134,W,F,44.0,N,38.920055,-94.498728,01
2017-01-04,13,Burglary_Residence,64110,W,M,28.0,N,39.054194,-94.568704,01
